5.000000000000000240e-05	9.541367259573781123e-02
1.000000000000000048e-04	4.770683629786890562e-02
1.499999999999999869e-04	3.180455753191260143e-02
2.000000000000000096e-04	2.385341814893445281e-02
2.500000000000000052e-04	1.908273451914756225e-02
2.999999999999999737e-04	1.590227876595630072e-02
3.499999999999999964e-04	1.363052465653397279e-02
4.000000000000000192e-04	1.192670907446722640e-02
4.499999999999999877e-04	1.060151917730420106e-02
5.000000000000000104e-04	9.541367259573781123e-03
5.500000000000000331e-04	8.673970235976163554e-03
5.999999999999999474e-04	7.951139382978150358e-03
6.499999999999999702e-04	7.339513276595216115e-03
6.999999999999999929e-04	6.815262328266986393e-03
7.500000000000000156e-04	6.360911506382519592e-03
8.000000000000000383e-04	5.963354537233613202e-03
8.499999999999999526e-04	5.612568976219870637e-03
8.999999999999999754e-04	5.300759588652100528e-03
9.499999999999999981e-04	5.021772241880937022e-03
1.000000000000000021e-03	4.770683629786890562e-03
1.049999999999999935e-03	4.543508218844657595e-03
1.100000000000000066e-03	4.336985117988081777e-03
1.149999999999999981e-03	4.148420547640774628e-03
1.199999999999999895e-03	3.975569691489075179e-03
1.250000000000000026e-03	3.816546903829512189e-03
1.299999999999999940e-03	3.669756638297608058e-03
1.350000000000000071e-03	3.533839725768066296e-03
1.399999999999999986e-03	3.407631164133493196e-03
1.449999999999999900e-03	3.290126641232338049e-03
1.500000000000000031e-03	3.180455753191259796e-03
1.549999999999999946e-03	3.077860406314122509e-03
1.600000000000000077e-03	2.981677268616806601e-03
1.649999999999999991e-03	2.891323411992054952e-03
1.699999999999999905e-03	2.806284488109935318e-03
1.750000000000000036e-03	2.726104931306794297e-03
1.799999999999999951e-03	2.650379794326050264e-03
1.850000000000000082e-03	2.578747907992913653e-03
1.899999999999999996e-03	2.510886120940468511e-03
1.949999999999999910e-03	2.446504425531738705e-03
2.000000000000000042e-03	2.385341814893445281e-03
2.050000000000000173e-03	2.327162746237507358e-03
2.099999999999999870e-03	2.271754109422328798e-03
2.150000000000000001e-03	2.218922618505530121e-03
2.200000000000000133e-03	2.168492558994040888e-03
2.249999999999999830e-03	2.120303835460840298e-03
2.299999999999999961e-03	2.074210273820387314e-03
2.350000000000000092e-03	2.030078140334846872e-03
2.399999999999999790e-03	1.987784845744537589e-03
2.449999999999999921e-03	1.947217808076281888e-03
2.500000000000000052e-03	1.908273451914756095e-03
2.550000000000000183e-03	1.870856325406623473e-03
2.599999999999999881e-03	1.834878319148804029e-03
